,datePosted,title,price,address,latitude,longitude,description,rooms,bathrooms,pets,furnished,dateScraped
1410709935,10 février 2019 21:59,Sous-location Loft vieux port,1550.00,"H2Y1C7, Canada",45.5094548,-73.5526075,"&Agrave; qui la chance, je sous loue mon appartement pour une periode de 2 mois, tout est inclus, &eacute;lectrom&eacute;nager, internet. Bail prend fin au mois de Mai, possibilit&eacute; de renover pour l’ann&eacute;e a suivre &agrave; discuter avec le propri&eacute;taire.Il est impeccable, situ&eacute; pr&egrave;s de tout, directement au vieux port de Montr&eacute;al. 438 227",3 1/2,1 salle de bain,Non,Oui,Wed_Feb_13_091720_2019
1392439590,10 février 2019 13:57,Somptueux 4 1/2 rénové à Villeray,1250.00,"7341 Rue Papineau, Montréal, QC H2E 2G7, Canada",45.5493499,-73.6098568,"Somptueux 4 1/2 r&eacute;nov&eacute;, situ&eacute; strat&eacute;giquement pr&egrave;s du m&eacute;tro Fabre (un coin de rue) et de l’autoroute 40 &agrave; Villeray. &Agrave; 15 minutes porte &agrave; porte d'Universit&eacute; de Montr&eacute;al et HEC en transport en commun. 2 chambres &agrave; coucher, cuisine, salon, salle de bain et belle terrasse ensoleill&eacute;e. Emplace",4 1/2,1 salle de bain,,Non,Wed_Feb_13_091721_2019
1415120541,13 février 2019 12:29,Logement  5 1/2 Saint-Michel,985.00,"Montreal, QC H1Z 3L3, Canada",45.57234,-73.62565,"Haut d'un duplex 5 1/2 &agrave; louer dans le quartier de Saint-Michel Nord (h1z 3L2). Grand salon et 3 chambres ferm&eacute;es de bonnes dimensions. Cuisine et salle de bains r&eacute;nov&eacute;s. Entr&eacute;e laveuse. &Eacute;lectricit&eacute; et chauffage pas inclus dans le loyer. Proche de tous les services ( transport en commun, m&eacute;tro, &eacute;cole primaire et sec",5 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091722_2019
1415120386,13 février 2019 12:26,Condo open concept à louer,800.00,"Saint-Laurent, QC H4L 1A5, Canada",45.52533,-73.701866,"Dispo &agrave; partir de Mars. Premier venu premier servir. Dans le cœur de ville St-Laurent. Inclus: Laveuse, s&eacute;cheuse, chauffage, climatisation, meubles, gym, tr&egrave;s moderne. Nouvelle construction.",1 1/2,1 salle de bain,Non,Oui,Wed_Feb_13_091723_2019
1415120296,13 février 2019 12:25,"HAUT DE DUPLEX, CHAUFFAGE INCLUS, METRO SNOWDON",2000.00,"4877 Rue Jean-Brillant, Montréal, QC H3W 1T5, Canada",45.488644,-73.6287119,"Chauffage et Eau Chaude Inclus 2e &Eacute;tage 4 Chambres 1 Salle de Bain + 1 Salle d’eau Chambre des Ma&icirc;tres avec Salle d’eau Adjacente Cuisine + Salle &agrave; Manger Entr&eacute;e Laveuse-S&eacute;cheuse Ensoleill&eacute; Beaucoup de Fen&ecirc;tres Grande Terrasse Priv&eacute;e Entr&eacute;e Priv&eacute;e WALK SCORE : 89 Rue Jean-Brillant, coin Victoria Pr&egrave;s des",6 1/2 et plus,"1,5 salle de bain",Non,Non,Wed_Feb_13_091724_2019
1415120292,13 février 2019 12:25,"Condo centre ville, Ville Marie, vieux port",1650.00,"Autoroute 10, Montréal, QC, Canada",45.4685753,-73.5188683,"R&eacute;nov&eacute;, lumi&egrave;res encastr&eacute;s. Les &eacute;lectrom&eacute;nagers sont inclues : po&ecirc;le, frigo, laveuse, s&eacute;cheuse, micro ondes, TV. L’&eacute;lectricit&eacute; et le chauffage sont pay&eacute;s par les locataires. GYM et piscine int&eacute;rieure, belle terrasse commune ext&eacute;rieure. Ensoleill&eacute;, 4 fen&ecirc;tres. Disponible pour o",3 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091725_2019
1415119992,13 février 2019 12:20,Apartment for rent / appartement à louer,1200.00,"11869 Rue Pavillon, Pierrefonds, QC H8Z 1M6, Canada",45.51239,-73.827286,"Beautiful 5 1/2 in Pierrefonds in the main floor of a duplex with a parking spot and a huge solarium in the back. LIttle garden is also available in the back. It's located at a walking distance from a school, groceries stores, bus stop and train station. No pets allowed. It's available from March 1st. Please call 514 699 7923",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091726_2019
1404971518,13 février 2019 12:16,NDG - Newly Refurbished 7 1/2 with garage,2200.00,"6119 Avenue Somerled, Montréal, QC H3X 2A8, Canada",45.4728579,-73.6339747,"Size: 7 &frac12; - large four bedroom apartment + Garage for one car Available for occupancy: As of January 1st, 2019 or earlier Location of apartment: 6119 Somerled Ave, Montreal (corner Hingston) Upper apartment of duplex 2nd of 2 floors Description of building: Large brick duplex Number of floor: 2 + basement Semi-detached Year of construction: 1930 (aprox.) Description of n",6 1/2 et plus,1 salle de bain,Non,Non,Wed_Feb_13_091727_2019
1415119454,13 février 2019 12:10,Looking for a furnished studio or one bedroom apartment,900.00,", Montreal h1a0a1 QC, Canada",45.6524306,-73.5012086,I am a retired flight attendant moving to Montreal.,1 1/2,1 salle de bain,,Oui,Wed_Feb_13_091728_2019
1415118952,13 février 2019 11:59,(2 1/2) Renovated/Unfurnished Studio Apartment,1015.00,"1950 Lincoln Avenue, H3H2N8, Montreal, QC",45.4934271,-73.5829346,"* Lease transfer available for March 1, 2019 * Renovated cozy studio in downtown * 4 min walk to Station Guy-Concordia (St-Mathieu/De Maisonneuve) * 5 min walk to Concordia University Included in the monthly rate: Basic wireless Internet service (WIFI) Electricity Heating Air Conditioning Hot Water Water Taxes Refrigerator Stove and electric oven Gym Saunas Outdoor pool (in sum",1 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091729_2019
1415118763,13 février 2019 11:55,"3 1/2 meublé Rosemont, wi-fi et cable inclus, libre le 1 er mars",900.00,"31 Avenue de la Gare, Saint-Sauveur, QC J0R 1R0, Canada",45.893479,-74.156371,"Appartement 3 &frac12; meubl&eacute; et &eacute;quip&eacute; a Rosemont, a 5 minutes de marche de l'Institut de de Cardiologie, proche du Jardin Botanique et du Stade Olympique, pas loin du Centre-Ville, 15 min en autobus du metro Viau. Appartement lumineux situe en haut d’un triplex. La grandeur de l'appartement est de 550 pi2/50m2; salon, chambre &agrave; coucher, cuisine, sa",3 1/2,1 salle de bain,Non,Oui,Wed_Feb_13_091730_2019
1415118681,13 février 2019 11:53,AHUNTSIC-OUEST,770.00,"8902 Rue Saint-Urbain, Montréal, QC H2N 1S5, Canada",45.541016,-73.6459579,"Libre le 1er juillet : 3 &frac12; haut de triplex s&eacute;par&eacute;, coin de rue, entre Chabanel et M&eacute;tropolitain, St-Laurent et L’Acadie, dans quartier de la mode, quelques minutes de marche du bus 55 sur St-Laurent ou du m&eacute;tro Cr&eacute;mazie. Lumi&egrave;re toute la journ&eacute;e, grandes fen&ecirc;tres r&eacute;centes dans chaque pi&egrave;ce, plafonds tr&",3 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091731_2019
1415118655,13 février 2019 11:53,Ap 1 1/2 Immeuble Entièrement Renové,560.00,", Côte-des-Neiges H3S 2B3 QC, Canada",45.5027779,-73.636172,"IMAGES: http://imgur.com/a/L47lr 1 1/2 apt Independant comme Condo, tout est sur Electricit&eacute;; neufs appartement renov&eacute; et propre; immeuble r&eacute;nov&eacute;; inclus avec cuisini&egrave;re, frigo, four tranquille; metro cote-des-neiges et plamondon; 2 minutes a pieds de plaza cote-des-neiges; magazin maxi,canadian tire, Walmart. Appelez: 514 418 0129 Textez: 514",1 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091731_2019
1307408678,13 février 2019 11:52,"VSL - NEW 1 BEDROOM UNTS... NOUV, UNITES 1 CHAMBRE",750.00,"2211 Gold Street, Montreal, QC, H4M 1S6",45.4979546,-73.68087729999999,"1 bedroom apartment built in 2006.All new.Heating &amp; Hot water includedElevatorHardwood floorsAppliances includedJanitor on siteNice neighborhood.Close to all services.Close to HWY 40, Decarie and AUT 520.Minutes from downtown and Trudeau airport.Parking at extra costMUST SEE. Call @ 514-855-9966",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091732_2019
1300610628,13 février 2019 11:52,2 Bedroom unit in DDO - 514-683-2252,885.00,"4452 des Sources, Dollad des Ormeaux, QC, H8Y 3B9",45.4992086,-73.8130709,"Renovated building Heated, hot water and available NEW windows, doors and balconiesLarge apartments with large windowsRental office on site. Outdoor pool Close to Trudeau Airport In the heart of the West Island Lots of green spaces Surrounded by mature trees Must see. 514-683-2252",1 1/2,2 salles de bain,Non,Non,Wed_Feb_13_091733_2019
1300610627,13 février 2019 11:52,DDO - IMMEDIATE - 1 BDRM  &  STUDIO AVAILABLE,725.00,"4450 des Sources, Dollard des Ormeaux, QC, H8Y 3B8",45.4980711,-73.81221359999999,"Large apartments with wide windows. Wood floors Renovated building Heated, hot water and available garage. Janitor and rental office on site. NEW windows, doors and balconies. Outdoor pool Close to Trudeau Airport In the heart of the West Island with Lots of green spaces Surrounded by mature trees Must see. Claudio: 514-683-6650",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091734_2019
1300867366,13 février 2019 11:52,2 CHAMBRES – CHAUFFÉ & EAU CHAUDE INCLUS – 514-612-7910,950.00,"7920 Cote St-Luc, Cote St-Luc, QC, H4W 1R3",45.4595012,-73.6609402,"Complexe de 9 &eacute;tages situ&eacute; &agrave; Cote St-Luc.Proche des arr&ecirc;ts de bus, commerces et 10 minutes du Metro Villa Maria.15 minutes du centre-villeChauffage et eau chaude inclusGarage int&eacute;rieur disponible &agrave; un co&ucirc;t suppl&eacute;mentaireTous les appartements ont des plafonds de 9 piedsB&acirc;timent r&eacute;nov&eacute;2 ascenseursAgent de l",4 1/2,2 salles de bain,Non,Non,Wed_Feb_13_091735_2019
1300867364,13 février 2019 11:52,1 BEDROOM – HEATING & HOT WATER INCLUDED – CSL – 514-612-7910,775.00,"7910 Cote St-Luc, Cote St-Luc, QC, H4W 1R2",45.4598086,-73.6607579,"9 floor complex located in Cote St-Luc.Near bus stops, shopping and 10 minutes from Metro Villa Maria.15 Minutes from downtownHeating and Hot water includedInterior garage space available at an extra costAll apartments have 9 feet ceilingsRenovated building2 ElevatorsJanitor and Rental clerk on siteMUST SEE !!514-612-7910 or",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091736_2019
1307408677,13 février 2019 11:52,"MODUGNO - VSL - Calme, propre - 1 chambre a louer",800.00,"2525 Modugno, Montreal, QC, H4R 1X6",45.5067828,-73.6990982,Situ&eacute; &agrave; ville St-Laurent dans un &eacute;difice de 4 &eacute;tage tous r&eacute;nov&eacute;.Plancher en bois francsChauffage &amp; Eau chaudeEntree en marbreNouvelles portes et fen&ecirc;tresAire commune r&eacute;nov&eacute;eAscenseurPres du parcQuelque pas de la rue Alexis NihonGarage int&eacute;rieur disponible (nombre limit&eacute;s)Nombre limit&eacute;s premie,2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091737_2019
1300610633,13 février 2019 11:52,1 Bdrm. unit - Heating & hot water incl.  VSL- 514-400-6623,775.00,"2323 Modugno, Saint Laurent, QC, H4R 1X5",45.5074435,-73.6984015,"1 bedroom apartment.ElevatorLaundry roomsNice neighborhood. Close to all services, school, arena and shopping.Close to HWY 40, Decarie and AUT 520. Minutes from downtown and Trudeau airport. All renovated buildingSuper cleanVery quietIndoor parking available514-400-6623",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091738_2019
1300470883,13 février 2019 11:51,PIERREFONDS / KIRKLAND - 2 Bedrooms ALL INCLUDED,890.00,"4875 des Erables, Pierrefonds, QC, H9J 2W4",45.4663461,-73.8755997,"Located near St-Charles Blvd Minutes from Autoroute 40 Close to Pierrefonds Blvd All services included. Lots of green spaces and TREES 1,2,3 bedrooms available Some on 2 floors Janitor services Private balconies Close to all service outlets including IGA &amp; MetroCall for a visit 438-797-4875",2 1/2,2 salles de bain,Non,Non,Wed_Feb_13_091739_2019
1412740342,12 février 2019 15:59,Neuf Studio -Condo Appartements- Ahuntsic-Cartierville-Montréal,1110.00,"500 rue Sauvé Est, Montreal, QC, H3L 2G2",45.5511578,-73.6555719,"Nouveaux Studio &amp; Condo Appartements 1, 2, 3 chambres &agrave; louer-Ahuntsic-Cartierville-Montreal-L'Acadie, Metro Sauv&eacute;-March&eacute; Central- Rockland-Chabanel-Condos locatifs-New Condo Apartments for rent- Rental projectALDEA Appartements est un nouveau projet locatif de 5 &eacute;tages de 83 appartements condo moderne de Studio, 1, 2 et 3 chambres &agrave; louer",1 1/2,1 salle de bain,Oui,Non,Wed_Feb_13_091740_2019
1390381383,12 février 2019 15:59,"Condo neuf  à louer-Griffintown - Canal Lachine , Marché Atwater",1500.00,"1705 rue William, Montreal, QC, H3J 1R3",45.4882339,-73.5662886,"Nouveaux Condos Appartements- Studio, 1- 2- 3 chambres -Griffintown, Sud-Ouest, rue Notre-Dame, m&eacute;tro Lionel-Groulx et Georges Vanier, gym, piscine sur le toit, 5 mins du Centre-Ville Montr&eacute;al-1705 rue William coin rue RichmondNouvelle Construction- Appartements locatif de luxe- Disponible &agrave; la location &agrave; partir du Mars 2019Tout inclus! Tous les &eac",3 1/2,1 salle de bain,Oui,Non,Wed_Feb_13_091742_2019
1338627350,12 février 2019 19:14,BEAU 4 1/2 RENOVÉ PRÉS DE MÉTRO CADILLAC,1045.00,"3280 DE LA PÉPINIÈRE, MONTREAL, QC, H1N 3N4",45.5781839,-73.5444488,"Beau grand 41/2 -1045$ &Agrave;PARTIR DU 1ER AVRIL 2019 ,renov&eacute; , plancher flottant,ceramique,comptoir cuisine neuf, dans un immeuble tranquille et bien entretenu.Toutes est inclus-Chauffage, &Eacute;lectricit&eacute;, L'eau chaude,Cuisiniere et FrigoFacilit&eacute; des transport en commun , STATIONS DE M&Eacute;TRO SUR LA LIGNE VERT &Agrave; 1 MIN &Agrave; PIED-CADILAC ",4 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091743_2019
1413802596,6 février 2019 14:00,Large Two Bedroom For Rent at LUNA - 1100  ave Dr. Penfield,2100.00,"1100  ave Dr. Penfield, Montreal, QC, H3A 1A8",45.5028134,-73.57961159999999,"LUNA is in the perfect location, steps from McGill's campus, minutes from downtown Montreal and at the foot of Mont-Royal. We offer the perfect blend of convenience and styel with our newly renovated suites. Our amenities compliment the urban lifestyle, featuring: new gym, study lounge, 24-hour doorman and all utilities included.&nbsp;LUNA offers all residents:&nbsp;- Wifi in a",4 1/2,2 salles de bain,Oui,Non,Wed_Feb_13_091744_2019
1318380465,12 février 2019 15:03,"Downtown,Centre Ville1,bedroom,chambre,Westmount,adj,NOVEMBER",1295.00,"3555 Atwater, Montreal, QC, H3H 1Y3",45.4932863,-73.58908079999999,"Apartments for rentSTARTING NOVEMBERMany models and size availables.Near Downtown,Mc Gill and Concordia UniversityDescription : The Crestwood's 1 bedroom apartments vary in sizes, layouts and prices. All apartments have a very functional kitchen including a fridge , a stove and dishwasher. All apartments have large storage spaces and wide window to allow natural light in. The m",3 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091745_2019
1334431659,13 février 2019 11:51,1 CHAMBRE-  CHAUFF. & EAU CHAUDE INCL  - VSL -514-856-0038,800.00,"975 Du Ruisseau, Saint Laurent, QC, H4L 1E2",45.527291,-73.69038669999999,Situ&eacute; &agrave; ville St-Laurent dans un &eacute;difice en b&eacute;ton de 6 &eacute;tage tous r&eacute;nov&eacute;.Plancher en bois francsAscenseurSalles de lavageNouvelles portes et fen&ecirc;tresAire commune r&eacute;nov&eacute;e AscenseurGarages refaites &amp; repeindreAccr&eacute;dit&eacute; pour service FIBE de BellEn face du parcQuelque pas de la station banlieue d,2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091746_2019
1334317116,13 février 2019 11:51,2 CHAMBRES – CHAUFFÉ & EAU CHAUDE INCLUS – 514-856-0038,1000.00,"975 Du Ruisseau, Saint Laurent, QC, H4L 1E2",45.527291,-73.69038669999999,Situ&eacute; &agrave; ville St-Laurent dans un &eacute;difice en b&eacute;ton de 6 &eacute;tage tous r&eacute;nov&eacute;.Plancher en bois francsAscenseurSalles de lavageNouvelles portes et fen&ecirc;tresAire commune r&eacute;nov&eacute;e AscenseurGarages refaites &amp; repeindreAccr&eacute;dit&eacute; pour service FIBE de BellEn face du parcQuelque pas de la station banlieue d,4 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091747_2019
1300610634,13 février 2019 11:51,"2 CHAMBRES, CHAUFFAGE & EAU CHAUDE INCL. - @VSL -514-900-0175",950.00,"175 Deguire, Ville St-Laurent, QC, H4N 1P1",45.531816,-73.6759689,Situ&eacute; &agrave; ville St-Laurent dans un &eacute;difice de 15 &eacute;tages PROPRE &amp; R&Eacute;NOV&Eacute;.Plancher en bois francsStructures en B&eacute;tonConcierges sur placeBureau dadministration sur placeNouvelles portes et fen&ecirc;tresDeux Ascenseurs haute vitessePr&egrave;s de Aut. 15 &amp; Aut.40Quelque pas de la station banlieue du Ruisseau (AMT)Garage int&ea,4 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091748_2019
1415118584,13 février 2019 11:51,Ap 1 1/2 Studios Entirely Renovated,560.00,", Côte-des-Neiges H3S 2B2 QC, Canada",45.5023071,-73.63759859999999,"Available immediatly! The studios offer: Fully renovated studios and building 2017 Bright 1 1/2 with a big main room! Everything is on Electricity (hot water and heating) Closet, Stove, Fridge and Oven included Laundry facility in the building Parking available Pet friendly (small ones) Next Plaza cote-des-neiges 10-minute walk to metro cote-des-neiges and plamondon Next to mul",1 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091749_2019
1301261286,13 février 2019 11:51,1 BEDROOM OR STUDIO CLOSE TO HOSPITALS 514-700-3501,900.00,"3501 Cote Ste-Catherine, Montreal, QC, H3T 1Z8",45.49944199999999,-73.6270442,"Concrete buildingRenovated common areasNew Windows and doorsHeating, hot water &amp; lighting includedAppliances includedWood floorsElevatorIndoor parking at an extra costQuiet buildingMinutes away from Jewish General HospitalMinutes away from Ste-Justine HospitalAcross from U of M and Br&eacute;beuf CollegeCall immediately 514-700-3501__________________________________________",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091750_2019
1300610632,13 février 2019 11:51,Large 1 bdrm. units - VSL - Services  514-900-0175 - DEGUIRE,800.00,"175 Deguire, Ville St-Laurent, QC, H4N 1P1",45.531816,-73.6759689,"RENOVATED BUILDING Concrete structure2 High speed elevatorsLaundry roomLarge apartments with wide windows. Heated, hot water and available garage. Janitors and rental office on site. NEW windows, doors and balconies. Must see. Contact Jovie @ 514-900-01752 bedroom units @ $950/month",2 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091751_2019
1415118361,13 février 2019 11:46,AHUNTSIC-EST,770.00,"10665 Avenue Bruchési, Montréal, QC H2B 2S7, Canada",45.5771355,-73.6531153,"Appartement id&eacute;al pour personne seule, disponible d&egrave;s le 1er avril : Appartement ensoleill&eacute;, c&ocirc;t&eacute; soleil toute la journ&eacute;e, demi sous-sol &eacute;lev&eacute; avec grandes fen&ecirc;tres dans toutes les pi&egrave;ces. Maison de 6 appartements compl&egrave;tement d&eacute;tach&eacute;e, tr&egrave;s bien entretenue, secteur r&eacute;sidentie",3 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091753_2019
1415117909,13 février 2019 11:38,Downtown Montreal Studio.  Pay half rent for 1st month!,1355.00,"3475 Rue de la Montagne, Montréal, QC H3G 2A4, Canada",45.50075,-73.58025,Big Studio available on lease transfer till Nov 2019. Starting March or earlier if needed. Pay only half rent for first month. Available furnished ($ 1355/month) or non furnished ($ 1205/month). Includes utilities. Pet friendly. Parking extra. Wifi and cable is not included. Currently paying $50 for wifi which can be transferred to you if you want. Basement parking available as,1 1/2,1 salle de bain,Oui,Oui,Wed_Feb_13_091754_2019
1415117355,13 février 2019 11:34,Downtown Montreal Large Studio. 1st month half rent!,1355.00,"3475 Rue de la Montagne, Montréal, QC H3G 2A4, Canada",45.50075,-73.58025,"Available on lease transfer till Nov 2019. Starting March or earlier if needed. Pay only half rent for first month, rest will be paid by me. Moving out of Montreal hence urgent. Available furnished ($ 1355/month) or non furnished ($ 1205/month). Includes utilities. Pet friendly. Parking extra. Wifi and cable is not included. Currently paying $50 for wifi which can be transferre",1 1/2,1 salle de bain,Oui,Oui,Wed_Feb_13_091755_2019
1415117129,13 février 2019 11:31,"Recherché : Homme seul , tranquille recherche coté ouest de l'ile",700.00,", montréal , ouest h3v1b4 QC",45.4931691,-73.6124386,"Bonjour a vous , Je suis a la recherche d'un logement tres grand 2 1/2 ou 3 1/2 dans les secteurs suivant ....Cote des neiges , Cote St-luc .ou allentour proche de ses secteurs Un endroit calme non bruyant .Je suis du style tr&egrave;s respectueux des biens des autres.Je vie seul pas d'animaux .Je travaille au centre ville de montr&eacute;al , Ouest Id&eacute;alement avec cusin",3 1/2,1 salle de bain,,Non,Wed_Feb_13_091756_2019
1408690653,13 février 2019 14:15,Magnifique 5 1/2 neuf au coeur du quartier Rosemont,1947.00,"1295 rue des Carrières, Montréal, QC, H2S 2B1",45.5360593,-73.5917046,Venez vivre au coeur du quartier Rosemont o&ugrave; la ville et la nature s'unissent parfaitement.Les condos locatifs du Central Rosemont vous offrent une qualit&eacute; de vie urbaine hors du commun.Chaque unit&eacute; locative inclut :Eau chaudeCasierClimatiseurEspace de rangement pour les v&eacute;losCuisine moderne avec comptoirs en quartzPlancher en composite haute densit&,5 1/2,1 salle de bain,Oui,Non,Wed_Feb_13_091757_2019
1408690651,13 février 2019 14:15,Magnifique 3 1/2 neuf au coeur du quartier Rosemont,1291.00,"1295 rue des Carrières, Montréal, QC, H2S 2B1",45.5360593,-73.5917046,Venez vivre au coeur du quartier Rosemont o&ugrave; la ville et la nature s'unissent parfaitement.Come experience the Rosemont neighborhood to its best where city and nature converge perfectly.Les condos locatifs du Central Rosemont vous offrent une qualit&eacute; de vie urbaine hors du commun.Central Rosement rental condos offer you a one-of-a-kind urban lifestyle.Chaque unit&,3 1/2,1 salle de bain,Oui,Non,Wed_Feb_13_091758_2019
1324524500,13 février 2019 14:15,Magnifique 4 1/2 neuf au coeur du quartier Rosemont,1650.00,"1295 rue des Carrières, Montréal, QC, H2S 2B1",45.5360805,-73.59170170000002,Venez vivre au coeur du quartier Rosemont o&ugrave; la ville et la nature s'unissent parfaitement.Come experience the Rosemont neighborhood to its best where city and nature converge perfectly.Les condos locatifs du Central Rosemont vous offrent une qualit&eacute; de vie urbaine hors du commun.Central Rosement rental condos offer you a one-of-a-kind urban lifestyle.Chaque unit&,4 1/2,1 salle de bain,Oui,Non,Wed_Feb_13_091759_2019
1415114449,13 février 2019 10:08,Villeray 41/2 big apartment with all appliances and furnitures,1150.00,"7538 Rue Berri, Montréal, QC, Canada",45.5452846,-73.6385859,"5 minute walk from three different metro stations Jarry, Jean Talon and Cremazie. We need to leave Canada for a few months, so now need to transfer the apartment. It's near Jean Talon street with all necessary stores and facilities. Cafes, grocery stores and restaurants are within 3 minute walk. All the furnitures and appliances are included, so you literally only need to bring",4 1/2,1 salle de bain,Oui,Oui,Wed_Feb_13_091801_2019
1415114203,13 février 2019 09:57,**Plateau Mont-Royal** 6 1/2 cusine rénové + inclus 3 électros,1750.00,"3882 Avenue de l'Hôtel-de-Ville, Montréal, QC H2W 2G5, Canada",45.5179729,-73.5761313,"Tr&egrave;s Grand 6 1/2 pr&egrave;s m&eacute;tro Sherbrooke Occupation imm&eacute;diat - 3 chambres ferm&eacute; et possibilit&eacute; d'avoir une 4e chambre sans fen&ecirc;tre. (bonne dimension) - Cuisine r&eacute;nov&eacute; et immense salon - Inclus: Fridge, cuisini&egrave;re et laveuse - Entr&eacute;e laveuse et s&eacute;cheuse - N'inclus chauffage et &eacute;lectricit&eacu",5 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091802_2019
1415111964,13 février 2019 09:12,"**4 1/2 ensoleillé dans triplex, 1er juillet, MERCIER EST**",850.00,"9447 Rue de Marseille, Montréal, QC H1L 1T4, Canada",45.610045,-73.522578,"POUR ACC&Eacute;L&Eacute;RER LE PROCESSUS, VEUILLEZ INCLURE LA R&Eacute;PONSE AUX QUESTIONS SUIVANTES: *COMBIEN DE PERSONNES AIMERAIENT HABITER LE LOGEMENT.? *QUELS EMPLOIS OCCUPEZ-VOUS? *AVEZ-VOUS DES ANIMAUX? Si oui, lesquels. 4 &frac12; (semi sous-sol), dans un triplex situ&eacute; au coin d'une rue. 2 chambres ferm&eacute;es (une tr&egrave;s grande chambre des ma&icirc;tres",4 1/2,1 salle de bain,Oui,Non,Wed_Feb_13_091803_2019
1415108760,13 février 2019 07:20,"Ne chercher plus, tout est inclus...",1500.00,", Outremont H2V 1L6 QC, Canada",45.51815149999999,-73.6173053,500$ par semaine ou 1500$ par mois. Disponible &agrave; partir du 4mars 2019 jusqu'au 9 avril 2019. Tr&egrave;s beau logement d’une chambre &agrave; coucher avec un lit queen est enti&egrave;rement meubl&eacute; et &eacute;quip&eacute; avec soin. Situ&eacute; au cœur d'Outremont &agrave; seulement une minute de la station de m&eacute;tro et entour&eacute;e de tous les services.,4 1/2,1 salle de bain,Non,Oui,Wed_Feb_13_091804_2019
1415103794,13 février 2019 05:33,St. Laurent - Appartement 3 chambres au 2ème étage,1300.00,"1405 Rue Poirier, Saint-Laurent, QC H4L 1H2, Canada",45.5222454,-73.692478,"Excellent emplacement! Unit&eacute; de coin tr&egrave;s lumineuse et r&eacute;nov&eacute;e situ&eacute;e au 2&egrave;me &eacute;tage. 3 chambres &agrave; coucher, grand salon, cuisine + dinette et buanderie. Beau plancher de bois franc et fra&icirc;chement peint. Grand balcon arri&egrave;re. Comprend un r&eacute;frig&eacute;rateur et une cuisini&egrave;re. &Eacute;lectricit&eac",5 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091805_2019
1415103494,13 février 2019 05:24,Petit 31/2 à louer ,495.00,"11900 Rue Grenet, Montréal, QC H4J 2J1, Canada",45.52595,-73.710915,"Magnifique et propre 31/2 au 4e &eacute;tage dun immeuble pr&egrave;s du m&eacute;tro cote vertu, &eacute;piceries, d&eacute;panneur, biblioth&egrave;que, YMCA, &eacute;cole, garderie... et &agrave; 1mn de l'arr&ecirc;t d'autobus 64, 170, 164 Libre pour 1er mars 2019.",3 1/2,1 salle de bain,,Non,Wed_Feb_13_091806_2019
1415103025,13 février 2019 05:19,Magnifique Et Très grand 5 1/2 à louer,,"8531 Avenue Daniel-Dony, Montréal, QC H1E 6W1, Canada",45.6346676,-73.5776075,"Magnifique Et Tr&egrave;s grand 5 1/2, situ&eacute; de haut d’un duplex &agrave; louer dans un secteur tr&egrave;s paisible et des plus recherch&eacute;s de Montr&eacute;al. 3 chambres ferm&eacute;es. Un tr&egrave;s grand salon. Une grande cuisine avec salle &agrave; manger. Tr&egrave;s Bien &eacute;clair&eacute;. Chauffage &eacute;lectrique. Plancher de bois partout. C&eacute;",5 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091807_2019
1414663827,10 février 2019 21:24,Condo de luxe au coeur du centre ville,1850.00,"1050 Drummond, Montréal H3B 0G3 QC",45.496727,-73.5705672,"Condo de haute gamme dans luxueux immeuble de construction r&eacute;cente (2017) - situ&eacute; au 29e &eacute;tage de L'AVENUE avec vue imprenable du sud ouest - grande luminosit&eacute; naturelle - finition de qualit&eacute;, &eacute;lectrom&eacute;nagers modernes inclus et plafonds de 9 pieds - &agrave; deux pas du M&eacute;tro - parfait pour professionnel - piscine int&eacu",3 1/2,1 salle de bain,Non,Non,Wed_Feb_13_091808_2019
